"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","gene","mate","qstart_raw","qend_raw","sstart_raw","send_raw"
"TAC102","SRR7910035.27944193",97.959,98,2,0,2,99,1,294,6.62e-57,197,"TAC102","R1",2,99,294,1
"TAC102","SRR7910035.24985207",98,100,2,0,374,473,2,301,6.62e-57,197,"TAC102","R1",374,473,301,2
"TAC102","SRR7910035.10598576",97.98,99,2,0,339,437,3,299,6.69e-57,197,"TAC102","R1",339,437,299,3
"TAC102","SRR7910035.23821217",97.98,99,2,0,364,462,3,299,6.76e-57,197,"TAC102","R1",364,462,299,3
"TAC102","SRR7910035.25940405",96,100,4,0,358,457,1,300,7.24e-57,197,"TAC102","R1",358,457,300,1
"TAC102","SRR7910035.22638926",98.969,97,1,0,474,570,2,292,7.28e-57,197,"TAC102","R1",474,570,2,292
"TAC102","SRR7910035.28209739",97.98,99,2,0,355,453,1,297,7.32e-57,197,"TAC102","R1",355,453,297,1
"TAC102","SRR7910035.24107071",96,100,4,0,65,164,2,301,7.69e-57,197,"TAC102","R1",65,164,301,2
"TAC102","SRR7910035.19167711",97,100,3,0,474,573,2,301,8e-57,197,"TAC102","R1",474,573,301,2
"TAC102","SRR7910035.569755",95,100,5,0,23,122,1,300,8.41e-57,197,"TAC102","R1",23,122,300,1
"TAC102","SRR7910035.8711134",97,100,3,0,470,569,2,301,9.2e-57,196,"TAC102","R1",470,569,2,301
"TAC102","SRR7910035.14776138",100,96,0,0,190,285,12,299,9.29e-57,196,"TAC102","R1",190,285,12,299
"TAC102","SRR7910035.19021160",97.959,98,2,0,32,129,3,296,9.48e-57,196,"TAC102","R1",32,129,3,296
"TAC102","SRR7910035.27472286",95.96,99,4,0,242,340,2,298,9.57e-57,196,"TAC102","R1",242,340,2,298
"TAC102","SRR7910035.21625335",97.98,99,2,0,513,611,2,298,9.96e-57,196,"TAC102","R1",513,611,2,298
"TAC102","SRR7910035.3040218",96.97,99,3,0,1,99,4,300,1.06e-56,196,"TAC102","R1",1,99,4,300
"TAC102","SRR7910035.8512415",97.98,99,2,0,362,460,2,298,1.08e-56,196,"TAC102","R1",362,460,298,2
"TAC102","SRR7910035.15245825",97.959,98,2,0,303,400,1,294,1.14e-56,196,"TAC102","R1",303,400,1,294
"TAC102","SRR7910035.4276699",97,100,3,0,505,604,1,300,1.14e-56,196,"TAC102","R1",505,604,300,1
"TAC102","SRR7910035.13034214",98,100,2,0,385,484,1,300,1.17e-56,196,"TAC102","R1",385,484,1,300
"TAC102","SRR7910035.19148576",97,100,3,0,509,608,2,301,1.2e-56,196,"TAC102","R1",509,608,301,2
"TAC102","SRR7910035.22272521",96,100,4,0,357,456,1,300,1.23e-56,196,"TAC102","R1",357,456,300,1
"TAC102","SRR7910035.6006390",97,100,3,0,515,614,1,300,1.26e-56,196,"TAC102","R1",515,614,1,300
"TAC102","SRR7910035.11664190",97.98,99,2,0,453,551,3,299,1.33e-56,196,"TAC102","R1",453,551,3,299
"TAC102","SRR7910035.26291056",97.98,99,2,0,497,595,3,299,1.34e-56,196,"TAC102","R1",497,595,299,3
"TAC102","SRR7910035.15240580",95,100,5,0,251,350,2,301,1.34e-56,196,"TAC102","R1",251,350,301,2
"TAC102","SRR7910035.18958105",96.97,99,3,0,68,166,3,299,1.38e-56,196,"TAC102","R1",68,166,3,299
"TAC102","SRR7910035.3994825",97.98,99,2,0,519,617,3,299,1.41e-56,196,"TAC102","R1",519,617,3,299
"TAC102","SRR7910035.1431577",95.96,99,4,0,19,117,3,299,1.5e-56,196,"TAC102","R1",19,117,3,299
"TAC102","SRR7910035.751348",94,100,6,0,265,364,1,300,1.54e-56,196,"TAC102","R1",265,364,1,300
"TAC102","SRR7910035.20818110",98.901,91,1,0,844,934,27,299,1.56e-56,196,"TAC102","R1",844,934,299,27
"TAC102","SRR7910035.13993021",97.98,99,2,0,5,103,3,299,1.59e-56,196,"TAC102","R1",5,103,3,299
"TAC102","SRR7910035.6756469",96.97,99,3,0,67,165,3,299,1.67e-56,196,"TAC102","R1",67,165,3,299
"TAC102","SRR7910035.22951161",98.99,99,1,0,309,407,3,299,1.7e-56,196,"TAC102","R1",309,407,299,3
"TAC102","SRR7910035.10643584",97,100,3,0,62,161,1,300,1.72e-56,196,"TAC102","R1",62,161,300,1
"TAC102","SRR7910035.67702",97,100,3,0,360,459,1,300,1.72e-56,196,"TAC102","R1",360,459,300,1
"TAC102","SRR7910035.10700317",96.939,98,3,0,45,142,3,296,1.81e-56,196,"TAC102","R1",45,142,3,296
"TAC102","SRR7910035.25924187",97,100,3,0,534,633,1,300,1.84e-56,196,"TAC102","R1",534,633,1,300
"TAC102","SRR7910035.782584",94.898,98,5,0,813,910,3,296,1.84e-56,196,"TAC102","R1",813,910,3,296
"TAC102","SRR7910035.21473415",97,100,3,0,529,628,2,301,1.92e-56,196,"TAC102","R1",529,628,301,2
"TAC102","SRR7910035.3228559",100,94,0,0,85,178,18,299,1.92e-56,196,"TAC102","R1",85,178,299,18
"TAC102","SRR7910035.20369022",95.96,99,4,0,243,341,3,299,1.94e-56,196,"TAC102","R1",243,341,3,299
"TAC102","SRR7910035.12199159",95.833,96,4,0,839,934,14,301,1.94e-56,196,"TAC102","R1",839,934,301,14
"TAC102","SRR7910035.14807881",96.939,98,3,0,35,132,5,298,2.07e-56,196,"TAC102","R1",35,132,5,298
"TAC102","SRR7910035.16850077",97.98,99,2,0,441,539,3,299,2.14e-56,196,"TAC102","R1",441,539,299,3
"TAC102","SRR7910035.27443358",97,100,3,0,340,439,1,300,2.23e-56,196,"TAC102","R1",340,439,300,1
"TAC102","SRR7910035.14945856",97,100,3,0,12,111,2,301,2.25e-56,196,"TAC102","R1",12,111,301,2
"TAC102","SRR7910035.20610105",97,100,3,0,511,610,1,300,2.34e-56,195,"TAC102","R1",511,610,300,1
"TAC102","SRR7910035.2912825",95.96,99,4,0,320,418,3,299,2.44e-56,195,"TAC102","R1",320,418,3,299
"TAC102","SRR7910035.17795637",97.98,99,2,0,509,607,3,299,2.51e-56,195,"TAC102","R1",509,607,3,299
"TAC102","SRR7910035.21019197",100,92,0,0,808,899,2,277,2.53e-56,195,"TAC102","R1",808,899,277,2
"TAC102","SRR7910035.13038786",97,100,3,0,481,580,1,300,2.72e-56,195,"TAC102","R1",481,580,1,300
"TAC102","SRR7910035.2942472",95,100,5,0,43,142,2,301,2.74e-56,195,"TAC102","R1",43,142,2,301
"TAC102","SRR7910035.23996653",100,92,0,0,808,899,24,299,2.8e-56,195,"TAC102","R1",808,899,24,299
"TAC102","SRR7910035.25378359",100,92,0,0,808,899,23,298,2.86e-56,195,"TAC102","R1",808,899,23,298
"TAC102","SRR7910035.7165677",94.792,96,5,0,836,931,2,289,3.04e-56,195,"TAC102","R1",836,931,289,2
"TAC102","SRR7910035.26195847",96.97,99,3,0,391,489,3,299,3.09e-56,195,"TAC102","R1",391,489,299,3
"TAC102","SRR7910035.6881503",97.98,99,2,0,547,645,3,299,3.18e-56,195,"TAC102","R1",547,645,299,3
"TAC102","SRR7910035.15127064",96.97,99,3,0,447,545,2,298,3.35e-56,195,"TAC102","R1",447,545,2,298
"TAC102","SRR7910035.13039860",98,100,2,0,374,473,1,300,3.48e-56,195,"TAC102","R1",374,473,300,1
"TAC102","SRR7910035.8825402",95,100,5,0,60,159,1,300,3.48e-56,195,"TAC102","R1",60,159,300,1
"TAC102","SRR7910035.26992961",97.849,93,2,0,842,934,2,280,3.81e-56,195,"TAC102","R1",842,934,2,280
"TAC102","SRR7910035.19069203",97.98,99,2,0,368,466,3,299,3.81e-56,195,"TAC102","R1",368,466,299,3
"TAC102","SRR7910035.15153846",96.97,99,3,0,536,634,3,299,3.88e-56,195,"TAC102","R1",536,634,3,299
"TAC102","SRR7910035.15841290",96.97,99,3,0,342,440,3,299,4.38e-56,194,"TAC102","R1",342,440,299,3
"TAC102","SRR7910035.21438965",97,100,3,0,372,471,2,301,4.42e-56,194,"TAC102","R1",372,471,301,2
"TAC102","SRR7910035.26862777",100,96,0,0,351,446,2,289,4.48e-56,194,"TAC102","R1",351,446,2,289
"TAC102","SRR7910035.8781412",97,100,3,0,311,410,2,301,4.69e-56,194,"TAC102","R1",311,410,301,2
"TAC102","SRR7910035.28021955",96.97,99,3,0,460,558,2,298,4.79e-56,194,"TAC102","R1",460,558,298,2
"TAC102","SRR7910035.17720625",98.958,96,1,0,190,285,1,288,4.98e-56,194,"TAC102","R1",190,285,288,1
"TAC102","SRR7910035.24179804",96.97,99,3,0,63,161,2,298,5.02e-56,194,"TAC102","R1",63,161,298,2
"TAC102","SRR7910035.23897460",94,100,6,0,253,352,2,301,5.03e-56,194,"TAC102","R1",253,352,301,2
"TAC102","SRR7910035.17953239",94.949,99,5,0,247,345,3,299,5.03e-56,194,"TAC102","R1",247,345,299,3
"TAC102","SRR7910035.27750273",96,100,4,0,475,574,1,300,6.51e-56,194,"TAC102","R1",475,574,300,1
"TAC102","SRR7910035.19483581",95.833,96,4,0,808,903,13,300,6.71e-56,194,"TAC102","R1",808,903,13,300
"TAC102","SRR7910035.26370802",96.97,99,3,0,485,583,3,299,6.98e-56,194,"TAC102","R1",485,583,299,3
"TAC102","SRR7910035.13435211",96.97,99,3,0,482,580,2,298,7.05e-56,194,"TAC102","R1",482,580,298,2
"TAC102","SRR7910035.24223040",95.96,99,4,0,359,457,2,298,7.41e-56,194,"TAC102","R1",359,457,2,298
"TAC102","SRR7910035.4279457",97.98,99,2,0,374,472,2,298,7.41e-56,194,"TAC102","R1",374,472,2,298
"TAC102","SRR7910035.10456372",96,100,4,0,472,571,2,301,7.55e-56,194,"TAC102","R1",472,571,2,301
"TAC102","SRR7910035.15734616",98.947,95,1,0,198,292,1,285,7.57e-56,194,"TAC102","R1",198,292,1,285
"TAC102","SRR7910035.22698661",96,100,4,0,67,166,2,301,7.71e-56,194,"TAC102","R1",67,166,2,301
"TAC102","SRR7910035.13926191",100,93,0,0,86,178,2,280,7.71e-56,194,"TAC102","R1",86,178,2,280
"TAC102","SRR7910035.17075209",96,100,4,0,30,129,1,300,7.86e-56,194,"TAC102","R1",30,129,300,1
"TAC102","SRR7910035.24312796",95.96,99,4,0,458,556,2,298,7.94e-56,194,"TAC102","R1",458,556,298,2
"TAC102","SRR7910035.25011629",96.97,99,3,0,535,633,3,299,8.59e-56,194,"TAC102","R1",535,633,299,3
"TAC102","SRR7910035.6050505",98.969,97,1,0,552,648,10,300,8.59e-56,194,"TAC102","R1",552,648,300,10
"TAC102","SRR7910035.12254835",93,100,7,0,224,323,2,301,8.68e-56,194,"TAC102","R1",224,323,2,301
"TAC102","SRR7910035.10582779",95,100,5,0,518,617,2,301,8.77e-56,194,"TAC102","R1",518,617,301,2
"TAC102","SRR7910035.18124976",95,100,5,0,272,371,2,301,8.85e-56,194,"TAC102","R1",272,371,2,301
"TAC102","SRR7910035.15872796",95,100,5,0,469,568,1,300,8.85e-56,194,"TAC102","R1",469,568,1,300
"TAC102","SRR7910035.26799544",96,100,4,0,304,403,1,300,9.03e-56,194,"TAC102","R1",304,403,300,1
"TAC102","SRR7910035.24214041",92.929,99,7,0,406,504,2,298,9.21e-56,194,"TAC102","R1",406,504,298,2
"TAC102","SRR7910035.8862271",96,100,4,0,28,127,1,300,9.21e-56,194,"TAC102","R1",28,127,1,300
"TAC102","SRR7910035.19577768",97.98,99,2,0,379,477,3,299,9.59e-56,194,"TAC102","R1",379,477,299,3
"TAC102","SRR7910035.24393179",98.969,97,1,0,552,648,8,298,1.09e-55,194,"TAC102","R1",552,648,298,8
"TAC102","SRR7910035.26590405",94.898,98,5,0,412,509,3,296,1.11e-55,194,"TAC102","R1",412,509,296,3
"TAC102","SRR7910035.28293019",95.96,99,4,0,35,133,1,297,1.13e-55,193,"TAC102","R1",35,133,1,297
"TAC102","SRR7910035.23620860",94.949,99,5,0,209,307,1,297,1.14e-55,193,"TAC102","R1",209,307,1,297
"TAC102","SRR7910035.13635830",100,91,0,0,808,898,28,300,1.15e-55,193,"TAC102","R1",808,898,28,300
"TAC102","SRR7910035.24588960",95,100,5,0,523,622,1,300,1.22e-55,193,"TAC102","R1",523,622,1,300
"TAC102","SRR7910035.15130819",95,100,5,0,18,117,1,300,1.25e-55,193,"TAC102","R1",18,117,1,300
"TAC102","SRR7910035.26691707",100,91,0,0,808,898,27,299,1.29e-55,193,"TAC102","R1",808,898,27,299
"TAC102","SRR7910035.1994347",96.97,99,3,0,512,610,2,298,1.31e-55,193,"TAC102","R1",512,610,298,2
"TAC102","SRR7910035.23068931",94.949,99,5,0,52,150,2,298,1.37e-55,193,"TAC102","R1",52,150,2,298
"TAC102","SRR7910035.2579666",96.97,99,3,0,508,606,3,299,1.43e-55,193,"TAC102","R1",508,606,299,3
"TAC102","SRR7910035.17011107",96.97,99,3,0,66,164,3,299,1.48e-55,193,"TAC102","R1",66,164,299,3
"TAC102","SRR7910035.9098825",95.96,99,4,0,535,633,3,299,1.5e-55,193,"TAC102","R1",535,633,299,3
"TAC102","SRR7910035.2752136",95,100,5,0,294,393,1,300,1.54e-55,193,"TAC102","R1",294,393,300,1
"TAC102","SRR7910035.7807081",96,100,4,0,542,641,1,300,1.56e-55,193,"TAC102","R1",542,641,300,1
"TAC102","SRR7910035.22000700",95,100,5,0,531,630,1,300,1.61e-55,193,"TAC102","R1",531,630,300,1
"TAC102","SRR7910035.3777353",97,100,3,0,546,645,2,301,1.69e-55,193,"TAC102","R1",546,645,301,2
"TAC102","SRR7910035.3665075",95.96,99,4,0,520,618,3,299,1.72e-55,193,"TAC102","R1",520,618,299,3
"TAC102","SRR7910035.10599474",96.97,99,3,0,367,465,3,299,1.77e-55,193,"TAC102","R1",367,465,299,3
"TAC102","SRR7910035.4528579",94.949,99,5,0,506,604,2,298,1.96e-55,193,"TAC102","R1",506,604,298,2
"TAC102","SRR7910035.13261658",98.947,95,1,0,190,284,16,300,1.98e-55,193,"TAC102","R1",190,284,16,300
"TAC102","SRR7910035.22012828",95.96,99,4,0,27,125,2,298,2.05e-55,193,"TAC102","R1",27,125,298,2
"TAC102","SRR7910035.1828928",100,89,0,0,846,934,34,300,2.1e-55,193,"TAC102","R1",846,934,300,34
"TAC102","SRR7910035.15906574",94,100,6,0,219,318,2,301,2.25e-55,192,"TAC102","R1",219,318,2,301
"TAC102","SRR7910035.22853680",96,100,4,0,484,583,1,300,2.29e-55,192,"TAC102","R1",484,583,1,300
"TAC102","SRR7910035.4801669",96.939,98,3,0,1,98,7,300,2.29e-55,192,"TAC102","R1",1,98,7,300
"TAC102","SRR7910035.514413",96.939,98,3,0,483,580,3,296,2.36e-55,192,"TAC102","R1",483,580,296,3
"TAC102","SRR7910035.11073434",97.917,96,2,0,1,96,12,299,2.55e-55,192,"TAC102","R1",1,96,12,299
"TAC102","SRR7910035.8851193",100,89,0,0,846,934,33,299,2.56e-55,192,"TAC102","R1",846,934,299,33
"TAC102","SRR7910035.17350606",95.96,99,4,0,61,159,3,299,2.66e-55,192,"TAC102","R1",61,159,299,3
"TAC102","SRR7910035.20432830",98.913,92,1,0,808,899,3,278,2.74e-55,192,"TAC102","R1",808,899,278,3
"TAC102","SRR7910035.7302845",94.949,99,5,0,480,578,3,299,2.74e-55,192,"TAC102","R1",480,578,3,299
"TAC102","SRR7910035.22417139",95.96,99,4,0,54,152,1,297,2.77e-55,192,"TAC102","R1",54,152,1,297
"TAC102","SRR7910035.1436226",94.949,99,5,0,201,299,2,298,3.31e-55,192,"TAC102","R1",201,299,2,298
"TAC102","SRR7910035.20322236",95.96,99,4,0,396,494,2,298,3.41e-55,192,"TAC102","R1",396,494,2,298
"TAC102","SRR7910035.23734772",97.802,91,2,0,844,934,3,275,3.48e-55,192,"TAC102","R1",844,934,3,275
"TAC102","SRR7910035.12763486",95,100,5,0,201,300,1,300,3.62e-55,192,"TAC102","R1",201,300,1,300
"TAC102","SRR7910035.27506760",100,92,0,0,87,178,1,276,3.84e-55,192,"TAC102","R1",87,178,1,276
"TAC102","SRR7910035.25717934",96.97,99,3,0,507,605,3,299,3.84e-55,192,"TAC102","R1",507,605,299,3
"TAC102","SRR7910035.19919840",98.901,91,1,0,808,898,23,295,4.33e-55,192,"TAC102","R1",808,898,23,295
"TAC102","SRR7910035.6400611",100,94,0,0,452,545,2,283,4.92e-55,192,"TAC102","R1",452,545,2,283
"TAC102","SRR7910035.14955759",96.939,98,3,0,549,646,3,296,5.33e-55,192,"TAC102","R1",549,646,296,3
"TAC102","SRR7910035.4178940",94,100,6,0,28,127,1,300,5.38e-55,192,"TAC102","R1",28,127,1,300
"TAC102","SRR7910035.23782670",95.96,99,4,0,528,626,3,299,5.71e-55,191,"TAC102","R1",528,626,299,3
"TAC102","SRR7910035.9756371",95.96,99,4,0,505,603,2,298,5.82e-55,191,"TAC102","R1",505,603,2,298
"TAC102","SRR7910035.3803717",95.876,97,4,0,195,291,2,292,6.12e-55,191,"TAC102","R1",195,291,2,292
"TAC102","SRR7910035.11738622",96,100,4,0,306,405,1,300,6.43e-55,191,"TAC102","R1",306,405,300,1
"TAC102","SRR7910035.6572817",100,90,0,0,808,897,3,272,7.03e-55,191,"TAC102","R1",808,897,272,3
"TAC102","SRR7910035.9067244",100,93,0,0,190,282,18,296,7.24e-55,191,"TAC102","R1",190,282,18,296
"TAC102","SRR7910035.1833973",93.939,99,6,0,490,588,3,299,7.24e-55,191,"TAC102","R1",490,588,299,3
"TAC102","SRR7910035.15299869",94.949,99,5,0,67,165,2,298,7.76e-55,191,"TAC102","R1",67,165,2,298
"TAC102","SRR7910035.22728505",94,100,6,0,487,586,1,300,9.19e-55,191,"TAC102","R1",487,586,1,300
"TAC102","SRR7910035.20077737",94.898,98,5,0,47,144,1,294,9.26e-55,191,"TAC102","R1",47,144,294,1
"TAC102","SRR7910035.18235913",100,90,0,0,809,898,1,270,9.56e-55,191,"TAC102","R1",809,898,270,1
"TAC102","SRR7910035.2162400",95,100,5,0,72,171,2,301,1.05e-54,191,"TAC102","R1",72,171,301,2
"TAC102","SRR7910035.6838658",92,100,8,0,808,907,2,301,1.09e-54,191,"TAC102","R1",808,907,2,301
"TAC102","SRR7910035.1614492",96,100,4,0,311,410,2,301,1.09e-54,191,"TAC102","R1",311,410,2,301
"TAC102","SRR7910035.18061279",93.939,99,6,0,470,568,3,299,1.1e-54,191,"TAC102","R1",470,568,3,299
"TAC102","SRR7910035.5364663",95.918,98,4,0,195,292,1,294,1.39e-54,190,"TAC102","R1",195,292,1,294
"TAC102","SRR7910035.742309",95.96,99,4,0,330,428,3,299,1.43e-54,190,"TAC102","R1",330,428,299,3
"TAC102","SRR7910035.18609792",96.939,98,3,0,364,461,3,296,1.58e-54,190,"TAC102","R1",364,461,296,3
"TAC102","SRR7910035.9794779",95.96,99,4,0,504,602,2,298,1.6e-54,190,"TAC102","R1",504,602,298,2
"TAC102","SRR7910035.16902188",100,88,0,0,847,934,36,299,1.65e-54,190,"TAC102","R1",847,934,299,36
"TAC102","SRR7910035.778950",94.898,98,5,0,226,323,3,296,1.68e-54,190,"TAC102","R1",226,323,3,296
"TAC102","SRR7910035.18779233",95,100,5,0,482,581,1,300,2.26e-54,190,"TAC102","R1",482,581,300,1
"TAC102","SRR7910035.27741231",93.878,98,6,0,193,290,3,296,2.31e-54,190,"TAC102","R1",193,290,3,296
"TAC102","SRR7910035.6794817",93,100,7,0,200,299,1,300,2.52e-54,190,"TAC102","R1",200,299,300,1
"TAC102","SRR7910035.375198",96.875,96,3,0,1,96,14,301,2.55e-54,190,"TAC102","R1",1,96,14,301
"TAC102","SRR7910035.8933557",92.929,99,7,0,44,142,1,297,2.6e-54,190,"TAC102","R1",44,142,297,1
"TAC102","SRR7910035.13184528",95,100,5,0,394,493,2,301,2.7e-54,189,"TAC102","R1",394,493,2,301
"TAC102","SRR7910035.18367340",93,100,7,0,472,571,1,300,2.76e-54,189,"TAC102","R1",472,571,300,1
"TAC102","SRR7910035.26780724",96.907,97,3,0,552,648,10,300,2.78e-54,189,"TAC102","R1",552,648,300,10
"TAC102","SRR7910035.5727397",93,100,7,0,455,554,2,301,2.78e-54,189,"TAC102","R1",455,554,301,2
"TAC102","SRR7910035.17032515",95.96,99,4,0,543,641,3,299,3.26e-54,189,"TAC102","R1",543,641,3,299
"TAC102","SRR7910035.3473634",92.929,99,7,0,263,361,3,299,3.33e-54,189,"TAC102","R1",263,361,299,3
"TAC102","SRR7910035.17592248",98.901,91,1,0,808,898,3,275,3.5e-54,189,"TAC102","R1",808,898,275,3
"TAC102","SRR7910035.11735711",94,100,6,0,2,101,1,300,3.6e-54,189,"TAC102","R1",2,101,300,1
"TAC102","SRR7910035.1033845",94.949,99,5,0,462,560,2,298,3.67e-54,189,"TAC102","R1",462,560,298,2
"TAC102","SRR7910035.22218601",98.925,93,1,0,1,93,22,300,3.78e-54,189,"TAC102","R1",1,93,22,300
"TAC102","SRR7910035.17768303",96.703,91,3,0,844,934,3,275,3.78e-54,189,"TAC102","R1",844,934,3,275
"TAC102","SRR7910035.13508133",98.925,93,1,0,1,93,1,279,3.78e-54,189,"TAC102","R1",1,93,279,1
"TAC102","SRR7910035.1764153",98.925,93,1,0,1,93,22,300,3.78e-54,189,"TAC102","R1",1,93,22,300
"TAC102","SRR7910035.18763387",100,92,0,0,190,281,3,278,3.94e-54,189,"TAC102","R1",190,281,278,3
"TAC102","SRR7910035.22428683",93.939,99,6,0,465,563,2,298,4.3e-54,189,"TAC102","R1",465,563,2,298
"TAC102","SRR7910035.25086607",93,100,7,0,49,148,1,300,4.35e-54,189,"TAC102","R1",49,148,1,300
"TAC102","SRR7910035.7542218",96.842,95,3,0,1,95,1,285,4.48e-54,189,"TAC102","R1",1,95,285,1
"TAC102","SRR7910035.20017072",100,90,0,0,89,178,32,301,6.33e-54,189,"TAC102","R1",89,178,301,32
"TAC102","SRR7910035.15309942",94.949,99,5,0,381,479,3,299,6.46e-54,189,"TAC102","R1",381,479,3,299
"TAC102","SRR7910035.22938652",94.898,98,5,0,28,125,2,295,6.78e-54,189,"TAC102","R1",28,125,2,295
"TAC102","SRR7910035.7623585",97.872,94,2,0,1,94,3,284,6.92e-54,189,"TAC102","R1",1,94,284,3
"TAC102","SRR7910035.691446",94.949,99,5,0,450,548,3,299,6.92e-54,189,"TAC102","R1",450,548,3,299
"TAC102","SRR7910035.8752904",98.936,94,1,0,555,648,1,282,7.18e-54,188,"TAC102","R1",555,648,1,282
"TAC102","SRR7910035.7803578",95.96,99,4,0,65,163,1,297,7.87e-54,188,"TAC102","R1",65,163,1,297
"TAC102","SRR7910035.8417013",94,100,6,0,533,632,2,301,8.35e-54,188,"TAC102","R1",533,632,301,2
"TAC102","SRR7910035.25408472",95,100,5,0,541,640,1,300,8.52e-54,188,"TAC102","R1",541,640,300,1
"TAC102","SRR7910035.5555500",93,100,7,0,30,129,2,301,9.22e-54,188,"TAC102","R1",30,129,301,2
"TAC102","SRR7910035.22025098",93.939,99,6,0,435,533,1,297,9.4e-54,188,"TAC102","R1",435,533,1,297
"TAC102","SRR7910035.2288788",96.875,96,3,0,496,591,2,289,9.4e-54,188,"TAC102","R1",496,591,2,289
"TAC102","SRR7910035.23222017",92,100,8,0,54,153,2,301,1.02e-53,188,"TAC102","R1",54,153,301,2
"TAC102","SRR7910035.23117869",94.949,99,5,0,69,167,2,298,1.05e-53,188,"TAC102","R1",69,167,298,2
"TAC102","SRR7910035.19228218",93,100,7,0,8,107,2,301,1.08e-53,188,"TAC102","R1",8,107,301,2
"TAC102","SRR7910035.27290543",92.708,96,7,0,839,934,1,288,1.26e-53,188,"TAC102","R1",839,934,1,288
"TAC102","SRR7910035.20594849",94.898,98,5,0,482,579,3,296,1.34e-53,187,"TAC102","R1",482,579,296,3
"TAC102","SRR7910035.7706798",93.939,99,6,0,538,636,3,299,1.41e-53,187,"TAC102","R1",538,636,299,3
"TAC102","SRR7910035.24063060",93,100,7,0,521,620,2,301,1.62e-53,187,"TAC102","R1",521,620,301,2
"TAC102","SRR7910035.25022841",93.878,98,6,0,474,571,2,295,1.73e-53,187,"TAC102","R1",474,571,2,295
"TAC102","SRR7910035.3221880",100,91,0,0,190,280,29,301,1.79e-53,187,"TAC102","R1",190,280,29,301
"TAC102","SRR7910035.22685505",93,100,7,0,78,177,1,300,1.9e-53,187,"TAC102","R1",78,177,1,300
"TAC102","SRR7910035.4003599",93,100,7,0,519,618,1,300,1.9e-53,187,"TAC102","R1",519,618,300,1
"TAC102","SRR7910035.19340381",98.913,92,1,0,1,92,24,299,2.03e-53,187,"TAC102","R1",1,92,24,299
"TAC102","SRR7910035.13286290",98.913,92,1,0,1,92,25,300,2.27e-53,187,"TAC102","R1",1,92,25,300
"TAC102","SRR7910035.17590748",93,100,7,0,464,563,1,300,2.55e-53,187,"TAC102","R1",464,563,300,1
"TAC102","SRR7910035.25246060",100,100,0,0,851,950,1,300,2.6e-53,187,"TAC102","R1",851,950,300,1
"TAC102","SRR7910035.17165189",100,100,0,0,851,950,2,301,2.6e-53,187,"TAC102","R1",851,950,301,2
"TAC102","SRR7910035.17079141",100,100,0,0,851,950,2,301,2.6e-53,187,"TAC102","R1",851,950,301,2
"TAC102","SRR7910035.16807994",92.929,99,7,0,37,135,3,299,2.63e-53,187,"TAC102","R1",37,135,299,3
"TAC102","SRR7910035.18623553",97.802,91,2,0,808,898,29,301,2.76e-53,187,"TAC102","R1",808,898,29,301
"TAC102","SRR7910035.8235470",100,86,0,0,849,934,41,298,2.93e-53,187,"TAC102","R1",849,934,298,41
"TAC102","SRR7910035.19403847",93,100,7,0,10,109,2,301,3.08e-53,187,"TAC102","R1",10,109,301,2
"TAC102","SRR7910035.25208237",100,100,0,0,850,949,1,300,3.14e-53,187,"TAC102","R1",850,949,300,1
"TAC102","SRR7910035.517470",100,100,0,0,850,949,2,301,3.14e-53,187,"TAC102","R1",850,949,2,301
"TAC102","SRR7910035.23850196",98.925,93,1,0,551,643,3,281,3.5e-53,186,"TAC102","R1",551,643,3,281
"TAC102","SRR7910035.20972328",96.842,95,3,0,335,429,15,299,3.6e-53,186,"TAC102","R1",335,429,299,15
"TAC102","SRR7910035.14005698",100,89,0,0,90,178,1,267,3.71e-53,186,"TAC102","R1",90,178,1,267
"TAC102","SRR7910035.5741141",92.929,99,7,0,328,426,3,299,3.9e-53,186,"TAC102","R1",328,426,299,3
"TAC102","SRR7910035.21499534",100,88,0,0,808,895,3,266,3.98e-53,186,"TAC102","R1",808,895,266,3
"TAC102","SRR7910035.13743400",100,89,0,0,90,178,3,269,4.02e-53,186,"TAC102","R1",90,178,3,269
"TAC102","SRR7910035.2563586",100,88,0,0,421,508,1,264,5.46e-53,186,"TAC102","R1",421,508,1,264
"TAC102","SRR7910035.8044420",97.849,93,2,0,556,648,3,281,6.78e-53,186,"TAC102","R1",556,648,3,281
"TAC102","SRR7910035.3794464",92.929,99,7,0,203,301,3,299,7.71e-53,186,"TAC102","R1",203,301,3,299
"TAC102","SRR7910035.25858334",98.901,91,1,0,1,91,28,300,8.85e-53,185,"TAC102","R1",1,91,28,300
"TAC102","SRR7910035.19164768",91.919,99,8,0,218,316,2,298,9.21e-53,185,"TAC102","R1",218,316,298,2
"TAC102","SRR7910035.12493194",98.913,92,1,0,557,648,2,277,1.17e-52,185,"TAC102","R1",557,648,2,277
"TAC102","SRR7910035.3289294",92.929,99,7,0,491,589,2,298,1.23e-52,185,"TAC102","R1",491,589,298,2
"TAC102","SRR7910035.15317478",93.814,97,6,0,348,444,1,291,1.26e-52,185,"TAC102","R1",348,444,291,1
"TAC102","SRR7910035.13234612",92.929,99,7,0,493,591,2,298,1.35e-52,185,"TAC102","R1",493,591,2,298
