"gene","mate","read_id","pair_id","n_hsps","qstart_union","qend_union","aa_covered_by_read","sstart_union","send_union","best_pident","best_evalue","best_bitscore"
"ATPF1A","R2","SRR7910035.20060808","SRR7910035.20060808",1,"82","180",99,"3","299",85.859,1.07e-48,170
"ATPF1A","R1","SRR7910035.20061594","SRR7910035.20061594",1,"315","414",100,"2","301",96,5.92e-57,192
"ATPF1A","R2","SRR7910035.20061594","SRR7910035.20061594",1,"346","445",100,"1","300",94,8.14e-55,186
"ATPF1B","R1","SRR7910035.20062062","SRR7910035.20062062",1,"312","410",99,"2","298",93.939,1.49e-55,187
"ATPF1B","R2","SRR7910035.20062062","SRR7910035.20062062",1,"375","474",100,"1","300",80,3.09e-43,155
"ATPF1A","R1","SRR7910035.20062902","SRR7910035.20062902",1,"388","486",99,"1","297",100,7.86e-61,202
"ATPF1A","R2","SRR7910035.20062902","SRR7910035.20062902",1,"283","380",98,"3","296",84.694,9.15e-50,173
"ATPF1A","R1","SRR7910035.20063397","SRR7910035.20063397",1,"533","584",52,"116","271",100,1.27e-27,112
"ATPF1A","R2","SRR7910035.20063397","SRR7910035.20063397",1,"533","584",52,"2","157",100,1.27e-27,112
"ATPF1B","R1","SRR7910035.20064044","SRR7910035.20064044",1,"1","80",80,"60","299",100,6.73e-45,159
"ATPF1B","R2","SRR7910035.20064044","SRR7910035.20064044",1,"1","87",87,"2","262",98.851,1.78e-50,174
"ATPF1A","R1","SRR7910035.2006491","SRR7910035.2006491",1,"217","314",98,"3","296",96.939,1.26e-56,191
"ATPF1A","R2","SRR7910035.2006491","SRR7910035.2006491",1,"272","365",94,"3","284",73.404,1.4e-28,115
"POLIB","R1","SRR7910035.20064984","SRR7910035.20064984",1,"115","214",100,"1","300",100,8.74e-60,206
"POLIB","R2","SRR7910035.20064984","SRR7910035.20064984",1,"154","253",100,"2","301",95,1.31e-55,194
"ATPF1G","R1","SRR7910035.20065896","SRR7910035.20065896",1,"149","248",100,"2","301",99,3.8e-64,203
"ATPF1G","R2","SRR7910035.20065896","SRR7910035.20065896",1,"72","171",100,"2","301",99,1.78e-67,211
"TAC102","R1","SRR7910035.20066413","SRR7910035.20066413",1,"371","470",100,"1","300",100,8.19e-59,202
"TAC102","R2","SRR7910035.20066413","SRR7910035.20066413",1,"480","579",100,"1","300",93,1.45e-53,187
"TAC102","R1","SRR7910035.20068337","SRR7910035.20068337",1,"1","42",42,"174","299",97.619,1.96e-17,85.1
"TAC102","R2","SRR7910035.20068337","SRR7910035.20068337",1,"16","114",99,"2","298",98.99,1.22e-57,199
"ATPF1A","R1","SRR7910035.20068451","SRR7910035.20068451",1,"184","282",99,"2","298",100,1.67e-59,199
"ATPF1A","R2","SRR7910035.20068451","SRR7910035.20068451",1,"163","261",99,"3","299",100,1.19e-59,199
"ATOM40","R1","SRR7910035.20068828","SRR7910035.20068828",1,"208","307",100,"2","301",87,1.29e-49,167
"ATPF1G","R1","SRR7910035.20069629","SRR7910035.20069629",1,"231","305",75,"75","299",97.333,4.03e-42,146
"ATPF1G","R2","SRR7910035.20069629","SRR7910035.20069629",1,"189","287",99,"3","299",96.97,3.54e-59,190
"POLIB","R1","SRR7910035.20069976","SRR7910035.20069976",1,"785","884",100,"2","301",100,2.5e-60,208
"POLIB","R2","SRR7910035.20069976","SRR7910035.20069976",1,"825","922",98,"3","296",98.98,4.09e-55,193
"ATPF1G","R1","SRR7910035.20071868","SRR7910035.20071868",1,"68","166",99,"3","299",98.99,1.61e-66,209
"ATPF1G","R2","SRR7910035.20071868","SRR7910035.20071868",1,"1","91",91,"29","301",98.901,1.38e-57,186
"ATPF1A","R1","SRR7910035.20072550","SRR7910035.20072550",1,"236","335",100,"2","301",98,3.27e-61,203
"ATPF1A","R2","SRR7910035.20072550","SRR7910035.20072550",1,"172","271",100,"1","300",96,4.33e-56,190
"POLIB","R1","SRR7910035.20073468","SRR7910035.20073468",1,"33","132",100,"1","300",99,1.23e-60,209
"POLIB","R2","SRR7910035.20073468","SRR7910035.20073468",1,"1","64",64,"106","297",92.188,1.64e-32,128
"POLIB","R1","SRR7910035.20075328","SRR7910035.20075328",1,"1258","1357",100,"1","300",100,1.66e-62,214
"POLIB","R1","SRR7910035.20075757","SRR7910035.20075757",1,"493","592",100,"1","300",100,1.65e-62,214
"POLIB","R2","SRR7910035.20075757","SRR7910035.20075757",1,"454","553",100,"2","301",93,1.27e-58,203
"ATPF1A","R1","SRR7910035.20076386","SRR7910035.20076386",1,"311","410",100,"1","300",94,1.4e-48,170
"ATPF1A","R2","SRR7910035.20076386","SRR7910035.20076386",1,"190","282",93,"1","279",78.495,6.25e-40,147
"ATPF1A","R2","SRR7910035.20077402","SRR7910035.20077402",1,"127","215",89,"1","267",61.798,1.71e-24,104
"TAC102","R1","SRR7910035.20077737","SRR7910035.20077737",1,"47","144",98,"1","294",94.898,9.26e-55,191
"POLIB","R1","SRR7910035.2007934","SRR7910035.2007934",1,"1086","1127",42,"174","299",71.429,1.54e-13,74.7
"POLIB","R2","SRR7910035.2007934","SRR7910035.2007934",1,"1122","1219",98,"1","300",41,2.87e-15,79.7
"POLIB","R1","SRR7910035.20079779","SRR7910035.20079779",1,"797","896",100,"2","301",100,4.74e-60,207
"POLIB","R2","SRR7910035.20079779","SRR7910035.20079779",1,"884","982",99,"3","299",98.99,5.79e-57,198
"ATOM40","R1","SRR7910035.20080699","SRR7910035.20080699",1,"46","145",100,"2","301",100,8.52e-56,183
"ATOM40","R2","SRR7910035.20080699","SRR7910035.20080699",1,"125","224",100,"2","301",94,2.87e-61,197
"ATPF1G","R1","SRR7910035.20083573","SRR7910035.20083573",1,"1","97",97,"3","293",100,2.41e-63,201
"ATPF1A","R1","SRR7910035.20088734","SRR7910035.20088734",1,"527","584",58,"1","174",100,5.81e-32,125
"ATPF1A","R2","SRR7910035.20088734","SRR7910035.20088734",1,"1","87",87,"3","263",94.253,5.78e-24,103
"ATPF1A","R1","SRR7910035.200899","SRR7910035.200899",1,"221","320",100,"1","300",100,5.66e-63,208
"ATPF1A","R2","SRR7910035.200899","SRR7910035.200899",1,"277","375",99,"1","297",89.899,4.03e-53,182
"POLIB","R1","SRR7910035.20090210","SRR7910035.20090210",1,"405","503",99,"3","299",98.99,3.63e-61,210
"POLIB","R2","SRR7910035.20090210","SRR7910035.20090210",1,"335","433",99,"3","299",97.98,9.68e-59,203
"POLIB","R1","SRR7910035.2009033","SRR7910035.2009033",1,"1086","1154",69,"12","212",54.286,1.58e-13,74.7
"ATPF1A","R2","SRR7910035.20091835","SRR7910035.20091835",1,"406","505",100,"2","301",83,2.9e-46,164
"ATPF1A","R1","SRR7910035.20093044","SRR7910035.20093044",1,"390","489",100,"1","300",99,5.66e-61,202
"ATPF1A","R2","SRR7910035.20093044","SRR7910035.20093044",1,"245","344",100,"1","300",87,7.97e-52,179
"ATPF1A","R1","SRR7910035.2009428","SRR7910035.2009428",1,"435","534",100,"2","301",99,2.5e-63,209
"ATPF1A","R2","SRR7910035.2009428","SRR7910035.2009428",1,"355","452",98,"3","296",90.816,3.66e-49,172
"ATPF1B","R1","SRR7910035.2009451","SRR7910035.2009451",1,"240","338",99,"3","299",96.97,1.71e-59,197
"ATPF1B","R2","SRR7910035.2009451","SRR7910035.2009451",1,"320","419",100,"1","300",96,4.57e-58,194
"POLIB","R1","SRR7910035.20095921","SRR7910035.20095921",1,"1","33",33,"200","298",100,3.48e-13,73.6
"POLIB","R2","SRR7910035.20095921","SRR7910035.20095921",1,"30","128",99,"2","298",94.949,1.26e-56,197
"POLIB","R1","SRR7910035.20096564","SRR7910035.20096564",1,"1339","1404",66,"3","200",100,7.49e-34,132
"TAC102","R1","SRR7910035.20097419","SRR7910035.20097419",1,"565","648",84,"45","296",96.429,7.68e-46,166
"TAC102","R2","SRR7910035.20097419","SRR7910035.20097419",1,"448","545",98,"3","296",89.796,2.48e-51,181
"ATPF1A","R1","SRR7910035.20097807","SRR7910035.20097807",1,"542","584",43,"171","299",100,1.28e-20,93.6
"ATPF1A","R2","SRR7910035.20097807","SRR7910035.20097807",1,"437","536",100,"1","300",91,5.63e-56,189
"POLIB","R1","SRR7910035.20097906","SRR7910035.20097906",1,"1132","1226",95,"7","294",37.5,4.35e-13,73.2
"ATOM40","R2","SRR7910035.2010340","SRR7910035.2010340",1,"205","304",100,"2","301",83,1.5e-47,162
"ATPF1A","R1","SRR7910035.20104007","SRR7910035.20104007",1,"550","584",35,"2","106",100,1.89e-14,76.3
"POLIB","R1","SRR7910035.2010487","SRR7910035.2010487",1,"495","567",73,"65","286",50,4.95e-15,79
"POLIB","R1","SRR7910035.20106427","SRR7910035.20106427",1,"401","499",99,"3","299",98.99,6.99e-60,206
"POLIB","R2","SRR7910035.20106427","SRR7910035.20106427",1,"510","608",99,"2","298",83.838,4.81e-48,172
"TAC102","R1","SRR7910035.20106865","SRR7910035.20106865",1,"392","490",99,"3","299",100,8.35e-59,202
"TAC102","R2","SRR7910035.20106865","SRR7910035.20106865",1,"400","499",100,"1","300",96,1.76e-57,199
"ATPF1A","R2","SRR7910035.20109173","SRR7910035.20109173",1,"42","111",70,"1","210",95.714,9.28e-37,138
"ATPF1A","R1","SRR7910035.20110559","SRR7910035.20110559",1,"551","584",34,"198","299",97.059,1.36e-12,70.9
"ATPF1A","R2","SRR7910035.20110559","SRR7910035.20110559",1,"345","443",99,"3","299",95.96,1.29e-54,186
"POLIB","R1","SRR7910035.20111895","SRR7910035.20111895",1,"404","503",100,"2","301",100,3.1e-62,213
"POLIB","R2","SRR7910035.20111895","SRR7910035.20111895",1,"472","571",100,"1","300",94,1.02e-58,203
"ATOM40","R1","SRR7910035.20111982","SRR7910035.20111982",1,"239","338",100,"2","301",100,3.73e-65,207
"ATOM40","R2","SRR7910035.20111982","SRR7910035.20111982",1,"201","300",100,"1","300",96,2.27e-62,200
"POLIB","R1","SRR7910035.20115666","SRR7910035.20115666",1,"1086","1158",73,"1","213",52.703,9.08e-14,75.1
"ATPF1G","R1","SRR7910035.20117570","SRR7910035.20117570",1,"120","218",99,"2","298",97.98,9.84e-65,204
"ATPF1G","R2","SRR7910035.20117570","SRR7910035.20117570",1,"22","120",99,"1","297",93.939,2.87e-60,193
"POLIB","R1","SRR7910035.20119553","SRR7910035.20119553",1,"1086","1158",73,"1","213",52.703,7.62e-14,75.5
"ATPF1A","R1","SRR7910035.20120159","SRR7910035.20120159",1,"76","174",99,"3","299",95.96,2.75e-56,191
"ATPF1A","R2","SRR7910035.20120159","SRR7910035.20120159",1,"273","372",100,"1","300",85,1.09e-46,165
"ATPF1A","R1","SRR7910035.20123332","SRR7910035.20123332",1,"501","584",84,"49","300",97.619,5.93e-51,176
"ATPF1A","R2","SRR7910035.20123332","SRR7910035.20123332",1,"431","529",99,"3","299",86.869,2.39e-51,177
"ATPF1B","R1","SRR7910035.2012490","SRR7910035.2012490",1,"58","121",64,"3","194",100,1.23e-34,130
"ATPF1B","R2","SRR7910035.2012490","SRR7910035.2012490",1,"58","121",64,"3","194",100,1.23e-34,130
"ATPF1A","R1","SRR7910035.20125291","SRR7910035.20125291",1,"1","74",74,"3","224",100,5.7e-18,86.3
"ATPF1A","R1","SRR7910035.20126182","SRR7910035.20126182",1,"436","535",100,"1","300",88,7.18e-52,179
"ATPF1A","R2","SRR7910035.20126182","SRR7910035.20126182",1,"327","423",97,"2","292",70.103,6.71e-36,136
"ATPF1A","R1","SRR7910035.20127704","SRR7910035.20127704",1,"285","384",100,"2","301",97,6.99e-61,202
"ATPF1A","R2","SRR7910035.20127704","SRR7910035.20127704",1,"391","484",94,"3","284",84.043,7.72e-45,160
"ATOM40","R1","SRR7910035.20130122","SRR7910035.20130122",1,"39","138",100,"1","300",100,6.94e-56,183
"ATOM40","R2","SRR7910035.20130122","SRR7910035.20130122",1,"1","94",94,"14","295",95.745,5.65e-48,163
"ATPF1A","R2","SRR7910035.20131642","SRR7910035.20131642",1,"544","584",41,"1","123",100,3.62e-19,89.4
"ATPF1A","R1","SRR7910035.20132197","SRR7910035.20132197",1,"386","484",99,"3","299",98.99,9.93e-60,199
"ATPF1A","R2","SRR7910035.20132197","SRR7910035.20132197",1,"459","557",99,"1","297",98.99,2.94e-63,209
"ATPF1A","R1","SRR7910035.20134045","SRR7910035.20134045",1,"377","476",100,"1","300",97,1.75e-58,196
"ATPF1A","R2","SRR7910035.20134045","SRR7910035.20134045",1,"301","400",100,"1","300",90,1.61e-55,188
"ATPF1A","R2","SRR7910035.20134180","SRR7910035.20134180",1,"519","584",66,"3","200",100,8.94e-38,141
"ATPF1A","R1","SRR7910035.20134311","SRR7910035.20134311",1,"158","257",100,"1","300",100,4.17e-60,201
"ATPF1A","R2","SRR7910035.20134311","SRR7910035.20134311",1,"216","314",99,"3","299",98.99,1.95e-61,204
"POLIB","R1","SRR7910035.20136594","SRR7910035.20136594",1,"526","613",88,"1","264",98.864,9.7e-53,186
"POLIB","R2","SRR7910035.20136594","SRR7910035.20136594",1,"520","613",94,"3","284",95.745,5.86e-54,189
"TAC102","R1","SRR7910035.2013874","SRR7910035.2013874",1,"298","397",100,"2","301",100,4.13e-60,206
"TAC102","R2","SRR7910035.2013874","SRR7910035.2013874",1,"209","307",99,"3","299",92.929,1.33e-52,185
"ATPF1G","R1","SRR7910035.20138921","SRR7910035.20138921",1,"108","207",100,"1","300",98,2.02e-66,209
"ATPF1G","R2","SRR7910035.20138921","SRR7910035.20138921",1,"30","129",100,"2","301",96,4.35e-63,200
"TAC102","R1","SRR7910035.20138932","SRR7910035.20138932",1,"55","154",100,"2","301",100,6.35e-61,208
"TAC102","R2","SRR7910035.20138932","SRR7910035.20138932",1,"23","121",99,"2","298",94.949,1.56e-56,196
"POLIB","R1","SRR7910035.20139659","SRR7910035.20139659",1,"1114","1201",88,"35","301",46.067,3.03e-17,85.1
"POLIB","R2","SRR7910035.20139659","SRR7910035.20139659",1,"1086","1151",66,"108","299",56.716,1.09e-12,72
"POLIB","R1","SRR7910035.2014268","SRR7910035.2014268",1,"466","564",99,"3","299",97.98,7.55e-62,212
"POLIB","R2","SRR7910035.2014268","SRR7910035.2014268",1,"320","418",99,"2","298",79.798,1.19e-43,160
"ATPF1B","R1","SRR7910035.20144424","SRR7910035.20144424",1,"352","450",99,"3","299",98.99,3.34e-60,199
"ATPF1B","R2","SRR7910035.20144424","SRR7910035.20144424",1,"425","519",95,"16","300",97.895,5.71e-41,149
"POLIB","R2","SRR7910035.20144908","SRR7910035.20144908",1,"1271","1358",88,"34","297",35.227,8.48e-14,75.5
"ATPF1A","R2","SRR7910035.20145098","SRR7910035.20145098",1,"174","240",67,"2","202",64.179,1.38e-17,85.1
"ATPF1B","R1","SRR7910035.20146994","SRR7910035.20146994",1,"1","41",41,"179","301",95.122,1.19e-14,76.6
"ATPF1B","R2","SRR7910035.20146994","SRR7910035.20146994",1,"71","165",95,"1","285",84.211,1.94e-47,166
"ATPF1A","R1","SRR7910035.20147346","SRR7910035.20147346",1,"130","228",99,"1","297",100,1.56e-59,199
"ATPF1A","R2","SRR7910035.20147346","SRR7910035.20147346",1,"187","284",98,"3","296",65.306,9.11e-29,116
"ATPF1A","R2","SRR7910035.2015655","SRR7910035.2015655",1,"63","160",98,"3","296",76.531,7.34e-41,149
"POLIB","R1","SRR7910035.20157102","SRR7910035.20157102",1,"847","945",99,"3","299",98.99,7.6e-57,198
"POLIB","R2","SRR7910035.20157102","SRR7910035.20157102",1,"972","1071",100,"1","300",94,1.3e-53,189
"ATPF1G","R1","SRR7910035.20158235","SRR7910035.20158235",1,"264","305",42,"174","299",92.857,1.23e-17,83.2
"ATPF1G","R2","SRR7910035.20158235","SRR7910035.20158235",1,"180","276",97,"2","292",93.814,2.06e-57,186
"POLIB","R1","SRR7910035.20159648","SRR7910035.20159648",1,"1","46",46,"1","138",100,6.94e-22,98.6
"ATPF1B","R1","SRR7910035.20163517","SRR7910035.20163517",1,"392","490",99,"3","299",85.859,9.93e-50,172
"ATPF1B","R2","SRR7910035.20163517","SRR7910035.20163517",1,"341","439",99,"5","301",73.737,8.26e-38,140
"POLIB","R2","SRR7910035.20164495","SRR7910035.20164495",1,"1357","1404",48,"1","144",89.583,1.25e-16,83.6
"ATPF1B","R1","SRR7910035.20166680","SRR7910035.20166680",1,"284","355",72,"1","216",100,9.7e-41,147
"ATPF1B","R2","SRR7910035.20166680","SRR7910035.20166680",1,"284","355",72,"2","217",100,9.7e-41,147
"ATOM40","R1","SRR7910035.20172001","SRR7910035.20172001",1,"1","72",72,"44","259",98.611,5.87e-40,142
"ATOM40","R2","SRR7910035.20172001","SRR7910035.20172001",1,"92","186",95,"1","285",82.105,2.36e-48,164
"POLIB","R1","SRR7910035.20172125","SRR7910035.20172125",1,"1085","1178",94,"20","301",100,4.25e-57,199
"POLIB","R2","SRR7910035.20172125","SRR7910035.20172125",1,"1144","1242",99,"3","299",100,3.24e-61,210
"TAC102","R2","SRR7910035.20172557","SRR7910035.20172557",1,"1","53",53,"3","161",98.113,1.62e-25,108
"TAC102","R1","SRR7910035.20172622","SRR7910035.20172622",1,"733","789",57,"39","209",98.246,1.82e-25,108
"ATPF1B","R1","SRR7910035.20177211","SRR7910035.20177211",1,"238","336",99,"3","299",87.879,2.81e-51,176
"ATPF1B","R2","SRR7910035.20177211","SRR7910035.20177211",1,"166","262",97,"3","293",69.072,5.48e-23,100
"POLIB","R1","SRR7910035.20177498","SRR7910035.20177498",1,"1111","1201",91,"13","288",44.565,4.97e-17,84.7
"TAC102","R1","SRR7910035.2017837","SRR7910035.2017837",1,"1","70",70,"2","211",98.571,1.16e-38,145
"ATPF1A","R2","SRR7910035.20180703","SRR7910035.20180703",1,"43","142",100,"2","301",97,2.82e-58,196
"ATOM40","R1","SRR7910035.201845","SRR7910035.201845",1,"12","110",99,"3","299",97.98,2.93e-51,171
"ATPF1G","R1","SRR7910035.20187404","SRR7910035.20187404",1,"118","177",60,"1","180",98.333,6.84e-35,127
"ATPF1G","R2","SRR7910035.20187404","SRR7910035.20187404",1,"118","177",60,"1","180",98.333,6.84e-35,127
"ATPF1A","R1","SRR7910035.20187820","SRR7910035.20187820",1,"331","430",100,"1","300",97,4.43e-58,195
"ATPF1A","R2","SRR7910035.20187820","SRR7910035.20187820",1,"426","524",99,"2","298",87.879,8.58e-52,179
"POLIB","R1","SRR7910035.20190477","SRR7910035.20190477",1,"746","844",99,"2","298",100,5.05e-59,204
"POLIB","R2","SRR7910035.20190477","SRR7910035.20190477",1,"582","681",100,"2","301",100,7.41e-60,206
"ATPF1G","R1","SRR7910035.20191131","SRR7910035.20191131",1,"120","218",99,"2","298",92.929,3.54e-59,190
"ATPF1G","R2","SRR7910035.20191131","SRR7910035.20191131",1,"1","95",95,"12","296",55.789,3.32e-22,95.1
"POLIB","R1","SRR7910035.20191228","SRR7910035.20191228",1,"1067","1166",100,"1","300",95,3.18e-46,167
"POLIB","R2","SRR7910035.20191228","SRR7910035.20191228",1,"976","1067",92,"2","277",83.696,3.92e-42,156
"ATPF1A","R1","SRR7910035.2019360","SRR7910035.2019360",1,"61","160",100,"2","301",100,1.02e-60,202
"POLIB","R1","SRR7910035.20193834","SRR7910035.20193834",1,"75","173",99,"3","299",100,3.45e-60,207
"POLIB","R2","SRR7910035.20193834","SRR7910035.20193834",1,"130","228",99,"3","299",91.919,1.05e-52,186
"POLIB","R2","SRR7910035.20196001","SRR7910035.20196001",1,"1360","1404",45,"1","135",97.778,8.9e-18,86.7
"ATPF1B","R1","SRR7910035.20196124","SRR7910035.20196124",1,"1","68",68,"97","300",100,1.68e-35,134
"ATPF1B","R2","SRR7910035.20196124","SRR7910035.20196124",1,"1","92",92,"3","278",97.826,1.35e-53,182
"TAC102","R1","SRR7910035.20197522","SRR7910035.20197522",1,"30","129",100,"1","300",99,5.6e-59,202
"TAC102","R2","SRR7910035.20197522","SRR7910035.20197522",1,"121","218",98,"1","294",90.816,1.34e-44,162
"POLIB","R1","SRR7910035.20199866","SRR7910035.20199866",1,"517","616",100,"2","301",99,6.99e-62,212
"POLIB","R2","SRR7910035.20199866","SRR7910035.20199866",1,"631","730",100,"2","301",97,1.84e-61,211
"ATPF1A","R1","SRR7910035.20201832","SRR7910035.20201832",1,"239","338",100,"2","301",99,7.46e-63,207
"ATPF1A","R2","SRR7910035.20201832","SRR7910035.20201832",1,"312","409",98,"1","294",82.653,4.8e-43,155
"TAC102","R1","SRR7910035.20205171","SRR7910035.20205171",1,"464","562",99,"3","299",98.99,7.57e-58,199
"TAC102","R2","SRR7910035.20205171","SRR7910035.20205171",1,"475","573",99,"2","298",85.859,2.23e-44,162
"POLIB","R1","SRR7910035.20206756","SRR7910035.20206756",1,"566","665",100,"2","301",88,6e-50,178
"POLIB","R2","SRR7910035.20206756","SRR7910035.20206756",1,"457","556",100,"2","301",86,8.1e-52,183
"POLIB","R1","SRR7910035.20209088","SRR7910035.20209088",1,"986","1085",100,"1","300",98,6.55e-50,178
"POLIB","R2","SRR7910035.20209088","SRR7910035.20209088",1,"947","1046",100,"1","300",95,1.14e-55,194
"ATPF1G","R1","SRR7910035.2020914","SRR7910035.2020914",1,"54","153",100,"1","300",99,4.69e-67,210
"ATPF1G","R2","SRR7910035.2020914","SRR7910035.2020914",1,"15","113",99,"1","297",93.939,8.44e-59,189
"POLIB","R1","SRR7910035.20210313","SRR7910035.20210313",1,"211","310",100,"2","301",94,1.22e-56,197
"POLIB","R2","SRR7910035.20210313","SRR7910035.20210313",1,"108","206",99,"3","299",83.838,9.18e-47,169
"ATPF1G","R1","SRR7910035.20210341","SRR7910035.20210341",1,"33","132",100,"1","300",97,1.46e-63,201
"ATPF1G","R2","SRR7910035.20210341","SRR7910035.20210341",1,"62","161",100,"1","300",88,2.85e-55,180
"ATPF1A","R1","SRR7910035.20210523","SRR7910035.20210523",1,"294","393",100,"2","301",99,1.32e-62,207
"ATPF1A","R2","SRR7910035.20210523","SRR7910035.20210523",1,"348","445",98,"3","296",84.694,6.17e-42,152
"ATPF1A","R1","SRR7910035.20211847","SRR7910035.20211847",1,"249","347",99,"1","297",95.96,1.93e-59,199
"ATPF1A","R2","SRR7910035.20211847","SRR7910035.20211847",1,"372","469",98,"1","294",83.673,1.65e-46,164
"POLIB","R1","SRR7910035.20212021","SRR7910035.20212021",1,"1296","1394",99,"1","297",98.99,1.56e-59,206
"TAC102","R2","SRR7910035.20213117","SRR7910035.20213117",1,"613","648",36,"3","110",97.222,4.25e-12,70.1
"POLIB","R1","SRR7910035.20213208","SRR7910035.20213208",1,"466","541",76,"8","301",40.816,4.7e-13,73.2
"POLIB","R1","SRR7910035.20216305","SRR7910035.20216305",1,"849","947",99,"3","299",100,1.66e-57,200
"POLIB","R2","SRR7910035.20216305","SRR7910035.20216305",1,"889","988",100,"2","301",99,2.39e-58,202
"POLIB","R1","SRR7910035.20217020","SRR7910035.20217020",1,"749","848",100,"2","301",99,9.4e-59,203
"POLIB","R2","SRR7910035.20217020","SRR7910035.20217020",1,"987","1086",100,"1","300",94,1.58e-44,162
"ATPF1A","R1","SRR7910035.20221502","SRR7910035.20221502",1,"507","584",78,"3","236",100,4.57e-47,166
"ATPF1A","R1","SRR7910035.20222272","SRR7910035.20222272",1,"439","537",99,"3","299",90.909,2.96e-54,185
"ATPF1A","R2","SRR7910035.20222272","SRR7910035.20222272",1,"237","336",100,"1","300",59,7.9e-22,97.1
"ATPF1B","R1","SRR7910035.20222354","SRR7910035.20222354",1,"393","492",100,"1","300",98,2.18e-61,202
"ATPF1B","R2","SRR7910035.20222354","SRR7910035.20222354",1,"249","348",100,"2","301",82,5.66e-48,167
"ATPF1G","R1","SRR7910035.20222570","SRR7910035.20222570",1,"1","67",67,"97","297",98.507,1.61e-37,135
"ATPF1G","R2","SRR7910035.20222570","SRR7910035.20222570",1,"66","165",100,"1","300",97,4.57e-66,207
"TAC102","R1","SRR7910035.20223713","SRR7910035.20223713",1,"282","376",95,"2","286",88.421,7.46e-48,171
"TAC102","R2","SRR7910035.20223713","SRR7910035.20223713",1,"432","528",97,"3","293",80.412,3.52e-44,161
"ATPF1G","R2","SRR7910035.20224283","SRR7910035.20224283",1,"68","166",99,"3","299",76.768,5.02e-43,149
"POLIB","R1","SRR7910035.20228153","SRR7910035.20228153",1,"388","475",88,"3","266",98.864,8.42e-51,180
"POLIB","R2","SRR7910035.20228153","SRR7910035.20228153",1,"389","475",87,"3","263",98.851,8.89e-50,177
"ATPF1A","R1","SRR7910035.202298","SRR7910035.202298",1,"235","334",100,"1","300",100,7.16e-64,210
"ATPF1A","R2","SRR7910035.202298","SRR7910035.202298",1,"191","286",96,"1","288",95.833,2e-53,183
"TAC102","R1","SRR7910035.20231549","SRR7910035.20231549",1,"812","883",72,"3","218",100,5.32e-41,152
"TAC102","R2","SRR7910035.20231549","SRR7910035.20231549",1,"733","788",56,"134","301",94.643,1.5e-23,102
"TAC102","R1","SRR7910035.2023235","SRR7910035.2023235",1,"111","210",100,"1","300",94,5.51e-46,166
"TAC102","R2","SRR7910035.2023235","SRR7910035.2023235",1,"257","356",100,"2","301",96,2.79e-57,198
"ATPF1G","R1","SRR7910035.20233180","SRR7910035.20233180",1,"1","67",67,"98","298",100,3.57e-38,136
"ATPF1G","R2","SRR7910035.20233180","SRR7910035.20233180",1,"67","165",99,"3","299",95.96,6.4e-64,202
"ATPF1A","R1","SRR7910035.20237198","SRR7910035.20237198",1,"372","471",100,"2","301",93,7.97e-56,189
"ATPF1A","R2","SRR7910035.20237198","SRR7910035.20237198",1,"241","340",100,"1","294",54,1.22e-17,85.1
"ATPF1G","R1","SRR7910035.20239953","SRR7910035.20239953",1,"28","127",100,"1","300",98,5.84e-65,205
"ATPF1G","R2","SRR7910035.20239953","SRR7910035.20239953",1,"1","74",74,"77","298",91.892,2.34e-38,137
"ATPF1B","R1","SRR7910035.2024105","SRR7910035.2024105",1,"71","170",100,"2","301",100,2.51e-61,202
"ATPF1B","R2","SRR7910035.2024105","SRR7910035.2024105",1,"7","106",100,"1","300",99,1.11e-58,195
"ATPF1A","R1","SRR7910035.20245146","SRR7910035.20245146",1,"375","474",100,"1","300",95,2.45e-56,191
"ATPF1A","R2","SRR7910035.20245146","SRR7910035.20245146",1,"434","532",99,"2","298",82.828,2.73e-48,169
"ATPF1A","R1","SRR7910035.20247160","SRR7910035.20247160",1,"159","258",100,"1","300",99,1.14e-58,197
"ATPF1A","R2","SRR7910035.20247160","SRR7910035.20247160",1,"106","205",100,"1","300",90,6.12e-51,176
"POLIB","R1","SRR7910035.20251591","SRR7910035.20251591",1,"438","537",100,"1","300",99,3.81e-63,216
"POLIB","R2","SRR7910035.20251591","SRR7910035.20251591",1,"552","649",98,"1","294",92.857,5.24e-52,184
"TAC102","R2","SRR7910035.20252504","SRR7910035.20252504",1,"590","648",59,"1","177",98.305,5.06e-29,118
"POLIB","R2","SRR7910035.20252704","SRR7910035.20252704",1,"1278","1358",81,"2","244",38.272,2.65e-13,73.9
"ATOM40","R2","SRR7910035.20254126","SRR7910035.20254126",1,"145","242",98,"7","300",50,4.47e-20,90.5
"ATPF1G","R1","SRR7910035.20254547","SRR7910035.20254547",1,"134","233",100,"1","300",98,7.18e-65,204
"ATPF1G","R2","SRR7910035.20254547","SRR7910035.20254547",1,"36","134",99,"3","299",88.889,5.64e-55,179
"ATPF1A","R1","SRR7910035.20258659","SRR7910035.20258659",1,"486","584",99,"3","299",100,6.38e-64,211
"POLIB","R1","SRR7910035.20261287","SRR7910035.20261287",1,"1263","1343",81,"43","291",45.783,4.42e-18,87.4
"ATPF1G","R1","SRR7910035.20264899","SRR7910035.20264899",1,"262","305",44,"166","297",100,2.95e-21,92.8
"ATPF1G","R2","SRR7910035.20264899","SRR7910035.20264899",1,"200","299",100,"1","300",95,4.12e-58,187
