"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","gene","mate","qstart_raw","qend_raw","sstart_raw","send_raw","q_span_aa","s_span_nt","expected_nt_span","span_matches_3x"
"TAC102","SRR7910035.5086324",100,100,0,0,435,534,1,300,7.38e-60,205,"TAC102","R2",435,534,300,1,100,300,300,TRUE
"TAC102","SRR7910035.8922510",98.99,99,1,0,50,148,2,298,7.74e-60,205,"TAC102","R2",50,148,298,2,99,297,297,TRUE
"TAC102","SRR7910035.14807790",99,100,1,0,292,391,2,301,8.23e-60,205,"TAC102","R2",292,391,301,2,100,300,300,TRUE
"TAC102","SRR7910035.7175522",99,100,1,0,428,527,2,301,8.65e-60,205,"TAC102","R2",428,527,301,2,100,300,300,TRUE
"TAC102","SRR7910035.20014949",99,100,1,0,300,399,1,300,8.83e-60,205,"TAC102","R2",300,399,300,1,100,300,300,TRUE
"TAC102","SRR7910035.6499016",100,100,0,0,360,459,1,300,9.66e-60,205,"TAC102","R2",360,459,300,1,100,300,300,TRUE
"TAC102","SRR7910035.20409286",99,100,1,0,45,144,1,300,9.96e-60,205,"TAC102","R2",45,144,1,300,100,300,300,TRUE
"TAC102","SRR7910035.19963960",98.99,99,1,0,223,321,2,298,9.96e-60,205,"TAC102","R2",223,321,2,298,99,297,297,TRUE
"TAC102","SRR7910035.27275031",95,100,5,0,831,930,2,301,1.03e-59,205,"TAC102","R2",831,930,2,301,100,300,300,TRUE
"TAC102","SRR7910035.27850694",98,100,2,0,230,329,1,300,1.07e-59,205,"TAC102","R2",230,329,1,300,100,300,300,TRUE
"TAC102","SRR7910035.6618826",98.99,99,1,0,243,341,3,299,1.09e-59,205,"TAC102","R2",243,341,299,3,99,297,297,TRUE
"TAC102","SRR7910035.21869708",100,99,0,0,294,392,2,298,1.11e-59,204,"TAC102","R2",294,392,298,2,99,297,297,TRUE
"TAC102","SRR7910035.25578578",97,100,3,0,236,335,1,300,1.17e-59,204,"TAC102","R2",236,335,1,300,100,300,300,TRUE
"TAC102","SRR7910035.1384731",99,100,1,0,400,499,1,300,1.18e-59,204,"TAC102","R2",400,499,300,1,100,300,300,TRUE
"TAC102","SRR7910035.14492032",100,99,0,0,196,294,3,299,1.23e-59,204,"TAC102","R2",196,294,3,299,99,297,297,TRUE
"TAC102","SRR7910035.23998421",100,99,0,0,291,389,3,299,1.32e-59,204,"TAC102","R2",291,389,3,299,99,297,297,TRUE
"TAC102","SRR7910035.18461185",98.98,98,1,0,808,905,4,297,1.59e-59,204,"TAC102","R2",808,905,4,297,98,294,294,TRUE
"TAC102","SRR7910035.3558330",99,100,1,0,33,132,1,300,1.64e-59,204,"TAC102","R2",33,132,1,300,100,300,300,TRUE
"TAC102","SRR7910035.27102803",100,99,0,0,297,395,2,298,1.69e-59,204,"TAC102","R2",297,395,2,298,99,297,297,TRUE
"TAC102","SRR7910035.21878169",98,100,2,0,403,502,2,301,1.71e-59,204,"TAC102","R2",403,502,301,2,100,300,300,TRUE
"TAC102","SRR7910035.24749616",98.99,99,1,0,244,342,3,299,1.83e-59,204,"TAC102","R2",244,342,299,3,99,297,297,TRUE
"TAC102","SRR7910035.10130509",97.98,99,2,0,236,334,3,299,1.94e-59,204,"TAC102","R2",236,334,299,3,99,297,297,TRUE
"TAC102","SRR7910035.19820945",97.98,99,2,0,228,326,3,299,1.98e-59,204,"TAC102","R2",228,326,3,299,99,297,297,TRUE
"TAC102","SRR7910035.1190870",99,100,1,0,23,122,1,300,2.06e-59,204,"TAC102","R2",23,122,300,1,100,300,300,TRUE
"TAC102","SRR7910035.13174326",97,100,3,0,255,354,1,300,2.21e-59,204,"TAC102","R2",255,354,300,1,100,300,300,TRUE
"TAC102","SRR7910035.8240576",98.99,99,1,0,424,522,3,299,2.35e-59,204,"TAC102","R2",424,522,3,299,99,297,297,TRUE
"TAC102","SRR7910035.20525641",99,100,1,0,435,534,2,301,2.37e-59,204,"TAC102","R2",435,534,301,2,100,300,300,TRUE
"TAC102","SRR7910035.14776138",97.98,99,2,0,258,356,3,299,2.47e-59,204,"TAC102","R2",258,356,299,3,99,297,297,TRUE
"TAC102","SRR7910035.8134077",97.98,99,2,0,209,307,2,298,2.52e-59,204,"TAC102","R2",209,307,2,298,99,297,297,TRUE
"TAC102","SRR7910035.24890505",97.98,99,2,0,261,359,3,299,2.52e-59,204,"TAC102","R2",261,359,3,299,99,297,297,TRUE
"TAC102","SRR7910035.21128318",98,100,2,0,224,323,2,301,2.57e-59,204,"TAC102","R2",224,323,2,301,100,300,300,TRUE
"TAC102","SRR7910035.23982345",99,100,1,0,191,290,1,300,2.6e-59,204,"TAC102","R2",191,290,1,300,100,300,300,TRUE
"TAC102","SRR7910035.18616861",97.98,99,2,0,263,361,2,298,2.62e-59,204,"TAC102","R2",263,361,298,2,99,297,297,TRUE
"TAC102","SRR7910035.25987210",98.958,96,1,0,839,934,12,299,2.81e-59,204,"TAC102","R2",839,934,299,12,96,288,288,TRUE
"TAC102","SRR7910035.4700773",100,99,0,0,447,545,2,298,2.81e-59,204,"TAC102","R2",447,545,2,298,99,297,297,TRUE
"TAC102","SRR7910035.2579666",99,100,1,0,448,547,1,300,2.81e-59,204,"TAC102","R2",448,547,1,300,100,300,300,TRUE
"TAC102","SRR7910035.17357664",99,100,1,0,48,147,1,300,2.84e-59,204,"TAC102","R2",48,147,300,1,100,300,300,TRUE
"TAC102","SRR7910035.12044657",100,100,0,0,332,431,1,300,3.4e-59,203,"TAC102","R2",332,431,300,1,100,300,300,TRUE
"TAC102","SRR7910035.22902401",97,100,3,0,261,360,2,301,3.51e-59,203,"TAC102","R2",261,360,301,2,100,300,300,TRUE
"TAC102","SRR7910035.9067578",99,100,1,0,389,488,2,301,3.76e-59,203,"TAC102","R2",389,488,301,2,100,300,300,TRUE
"TAC102","SRR7910035.26899837",97.98,99,2,0,231,329,3,299,3.8e-59,203,"TAC102","R2",231,329,3,299,99,297,297,TRUE
"TAC102","SRR7910035.27845148",98,100,2,0,285,384,1,300,3.95e-59,203,"TAC102","R2",285,384,1,300,100,300,300,TRUE
"TAC102","SRR7910035.939698",97.98,99,2,0,249,347,3,299,4.03e-59,203,"TAC102","R2",249,347,299,3,99,297,297,TRUE
"TAC102","SRR7910035.4814357",100,100,0,0,384,483,1,300,4.07e-59,203,"TAC102","R2",384,483,300,1,100,300,300,TRUE
"TAC102","SRR7910035.1212541",97.98,99,2,0,282,380,2,298,4.07e-59,203,"TAC102","R2",282,380,2,298,99,297,297,TRUE
"TAC102","SRR7910035.23503159",97,100,3,0,259,358,1,300,4.2e-59,203,"TAC102","R2",259,358,1,300,100,300,300,TRUE
"TAC102","SRR7910035.4055120",100,100,0,0,324,423,1,300,4.73e-59,203,"TAC102","R2",324,423,300,1,100,300,300,TRUE
"TAC102","SRR7910035.27981680",100,99,0,0,390,488,3,299,5.07e-59,203,"TAC102","R2",390,488,299,3,99,297,297,TRUE
"TAC102","SRR7910035.16476977",99,100,1,0,437,536,1,300,5.33e-59,203,"TAC102","R2",437,536,1,300,100,300,300,TRUE
"TAC102","SRR7910035.11941806",99,100,1,0,393,492,2,301,5.33e-59,203,"TAC102","R2",393,492,301,2,100,300,300,TRUE
"TAC102","SRR7910035.13368611",98,100,2,0,198,297,1,300,5.39e-59,203,"TAC102","R2",198,297,1,300,100,300,300,TRUE
"TAC102","SRR7910035.16453160",97,100,3,0,247,346,2,301,5.61e-59,202,"TAC102","R2",247,346,301,2,100,300,300,TRUE
"TAC102","SRR7910035.17165189",97,100,3,0,811,910,1,300,5.89e-59,202,"TAC102","R2",811,910,1,300,100,300,300,TRUE
"TAC102","SRR7910035.19133308",97,100,3,0,246,345,1,300,6.07e-59,202,"TAC102","R2",246,345,300,1,100,300,300,TRUE
"TAC102","SRR7910035.26492395",96.97,99,3,0,832,930,3,299,6.26e-59,202,"TAC102","R2",832,930,299,3,99,297,297,TRUE
"TAC102","SRR7910035.24224962",97,100,3,0,402,501,1,300,6.51e-59,202,"TAC102","R2",402,501,300,1,100,300,300,TRUE
"TAC102","SRR7910035.11529124",98.969,97,1,0,808,904,3,293,6.58e-59,202,"TAC102","R2",808,904,293,3,97,291,291,TRUE
"TAC102","SRR7910035.7784867",96,100,4,0,255,354,1,300,6.58e-59,202,"TAC102","R2",255,354,1,300,100,300,300,TRUE
"TAC102","SRR7910035.4404386",98.969,97,1,0,808,904,9,299,6.64e-59,202,"TAC102","R2",808,904,9,299,97,291,291,TRUE
"TAC102","SRR7910035.1023244",100,99,0,0,353,451,2,298,6.64e-59,202,"TAC102","R2",353,451,2,298,99,297,297,TRUE
"TAC102","SRR7910035.16231248",100,99,0,0,396,494,3,299,6.71e-59,202,"TAC102","R2",396,494,299,3,99,297,297,TRUE
"TAC102","SRR7910035.163993",98,100,2,0,426,525,1,300,6.98e-59,202,"TAC102","R2",426,525,300,1,100,300,300,TRUE
"TAC102","SRR7910035.10926583",97,100,3,0,274,373,1,300,7.19e-59,202,"TAC102","R2",274,373,1,300,100,300,300,TRUE
"TAC102","SRR7910035.27052718",97.98,99,2,0,284,382,2,298,7.41e-59,202,"TAC102","R2",284,382,2,298,99,297,297,TRUE
"TAC102","SRR7910035.4211081",100,100,0,0,370,469,2,301,7.49e-59,202,"TAC102","R2",370,469,2,301,100,300,300,TRUE
"TAC102","SRR7910035.24895062",98.99,99,1,0,401,499,2,298,7.56e-59,202,"TAC102","R2",401,499,2,298,99,297,297,TRUE
"TAC102","SRR7910035.36501",96.939,98,3,0,837,934,5,298,7.63e-59,202,"TAC102","R2",837,934,298,5,98,294,294,TRUE
"TAC102","SRR7910035.1303549",100,99,0,0,391,489,2,298,7.64e-59,202,"TAC102","R2",391,489,298,2,99,297,297,TRUE
"TAC102","SRR7910035.25644746",98,100,2,0,53,152,1,300,7.79e-59,202,"TAC102","R2",53,152,300,1,100,300,300,TRUE
"TAC102","SRR7910035.20854117",97.98,99,2,0,286,384,3,299,7.95e-59,202,"TAC102","R2",286,384,3,299,99,297,297,TRUE
"TAC102","SRR7910035.1648414",100,96,0,0,808,903,13,300,8.11e-59,202,"TAC102","R2",808,903,13,300,96,288,288,TRUE
"TAC102","SRR7910035.18997802",98,100,2,0,200,299,1,300,8.52e-59,202,"TAC102","R2",200,299,300,1,100,300,300,TRUE
"TAC102","SRR7910035.10575810",97.98,99,2,0,269,367,3,299,8.52e-59,202,"TAC102","R2",269,367,299,3,99,297,297,TRUE
"TAC102","SRR7910035.24158275",100,99,0,0,419,517,2,298,8.78e-59,202,"TAC102","R2",419,517,298,2,99,297,297,TRUE
"TAC102","SRR7910035.10112190",96.907,97,3,0,838,934,3,293,9.05e-59,202,"TAC102","R2",838,934,3,293,97,291,291,TRUE
"TAC102","SRR7910035.3025428",97,100,3,0,808,907,1,300,9.05e-59,202,"TAC102","R2",808,907,300,1,100,300,300,TRUE
"TAC102","SRR7910035.25208237",100,96,0,0,808,903,10,297,9.23e-59,202,"TAC102","R2",808,903,10,297,96,288,288,TRUE
"TAC102","SRR7910035.5150552",97,100,3,0,812,911,1,300,9.33e-59,202,"TAC102","R2",812,911,300,1,100,300,300,TRUE
"TAC102","SRR7910035.2164080",97.98,99,2,0,207,305,3,299,9.4e-59,202,"TAC102","R2",207,305,299,3,99,297,297,TRUE
"TAC102","SRR7910035.17220030",97,100,3,0,283,382,2,301,9.8e-59,202,"TAC102","R2",283,382,301,2,100,300,300,TRUE
"TAC102","SRR7910035.19627616",98.99,99,1,0,298,396,2,298,1.03e-58,202,"TAC102","R2",298,396,2,298,99,297,297,TRUE
"TAC102","SRR7910035.16153372",97.98,99,2,0,268,366,1,297,1.08e-58,202,"TAC102","R2",268,366,297,1,99,297,297,TRUE
"TAC102","SRR7910035.27366157",99,100,1,0,335,434,1,300,1.17e-58,202,"TAC102","R2",335,434,1,300,100,300,300,TRUE
"TAC102","SRR7910035.19017844",99,100,1,0,11,110,1,300,1.23e-58,202,"TAC102","R2",11,110,1,300,100,300,300,TRUE
"TAC102","SRR7910035.8749481",98,100,2,0,68,167,1,300,1.32e-58,202,"TAC102","R2",68,167,1,300,100,300,300,TRUE
"TAC102","SRR7910035.21847931",98,100,2,0,56,155,1,300,1.38e-58,202,"TAC102","R2",56,155,300,1,100,300,300,TRUE
"TAC102","SRR7910035.14630187",95.96,99,4,0,263,361,1,297,1.42e-58,201,"TAC102","R2",263,361,297,1,99,297,297,TRUE
"TAC102","SRR7910035.13184528",100,99,0,0,441,539,3,299,1.42e-58,201,"TAC102","R2",441,539,299,3,99,297,297,TRUE
"TAC102","SRR7910035.18580830",99,100,1,0,390,489,1,300,1.45e-58,201,"TAC102","R2",390,489,300,1,100,300,300,TRUE
"TAC102","SRR7910035.2150469",97,100,3,0,50,149,1,300,1.52e-58,201,"TAC102","R2",50,149,300,1,100,300,300,TRUE
"TAC102","SRR7910035.13575871",98,100,2,0,197,296,1,300,1.55e-58,201,"TAC102","R2",197,296,300,1,100,300,300,TRUE
"TAC102","SRR7910035.1871613",97.98,99,2,0,204,302,2,298,1.55e-58,201,"TAC102","R2",204,302,2,298,99,297,297,TRUE
"TAC102","SRR7910035.26193535",98,100,2,0,404,503,1,300,1.57e-58,201,"TAC102","R2",404,503,300,1,100,300,300,TRUE
"TAC102","SRR7910035.15071888",98,100,2,0,55,154,1,300,1.66e-58,201,"TAC102","R2",55,154,300,1,100,300,300,TRUE
"TAC102","SRR7910035.20464172",97,100,3,0,248,347,2,301,1.68e-58,201,"TAC102","R2",248,347,2,301,100,300,300,TRUE
"TAC102","SRR7910035.14212675",98,100,2,0,58,157,1,300,1.68e-58,201,"TAC102","R2",58,157,300,1,100,300,300,TRUE
"TAC102","SRR7910035.20594849",99,100,1,0,437,536,2,301,1.7e-58,201,"TAC102","R2",437,536,2,301,100,300,300,TRUE
"TAC102","SRR7910035.1833973",99,100,1,0,454,553,2,301,1.7e-58,201,"TAC102","R2",454,553,2,301,100,300,300,TRUE
"TAC102","SRR7910035.11607571",99,100,1,0,467,566,1,300,1.77e-58,201,"TAC102","R2",467,566,1,300,100,300,300,TRUE
"TAC102","SRR7910035.9630780",96.97,99,3,0,238,336,1,297,1.8e-58,201,"TAC102","R2",238,336,1,297,99,297,297,TRUE
"TAC102","SRR7910035.879699",98,100,2,0,295,394,2,301,1.8e-58,201,"TAC102","R2",295,394,301,2,100,300,300,TRUE
"TAC102","SRR7910035.20552552",100,99,0,0,389,487,3,299,1.84e-58,201,"TAC102","R2",389,487,3,299,99,297,297,TRUE
"TAC102","SRR7910035.21930581",98,100,2,0,489,588,2,301,1.87e-58,201,"TAC102","R2",489,588,301,2,100,300,300,TRUE
"TAC102","SRR7910035.14448783",99,100,1,0,331,430,2,301,1.91e-58,201,"TAC102","R2",331,430,301,2,100,300,300,TRUE
"TAC102","SRR7910035.11766602",100,99,0,0,334,432,3,299,1.97e-58,201,"TAC102","R2",334,432,3,299,99,297,297,TRUE
"TAC102","SRR7910035.13974186",98,100,2,0,331,430,1,300,2.01e-58,201,"TAC102","R2",331,430,1,300,100,300,300,TRUE
"TAC102","SRR7910035.4745943",96,100,4,0,826,925,1,300,2.03e-58,201,"TAC102","R2",826,925,1,300,100,300,300,TRUE
"TAC102","SRR7910035.22968609",98.99,99,1,0,196,294,2,298,2.05e-58,201,"TAC102","R2",196,294,298,2,99,297,297,TRUE
"TAC102","SRR7910035.1279723",98,100,2,0,353,452,1,300,2.07e-58,201,"TAC102","R2",353,452,1,300,100,300,300,TRUE
"TAC102","SRR7910035.1157885",98.98,98,1,0,81,178,1,294,2.16e-58,201,"TAC102","R2",81,178,294,1,98,294,294,TRUE
"TAC102","SRR7910035.19918583",100,99,0,0,364,462,3,299,2.2e-58,201,"TAC102","R2",364,462,3,299,99,297,297,TRUE
"TAC102","SRR7910035.5493248",97.98,99,2,0,432,530,3,299,2.24e-58,201,"TAC102","R2",432,530,299,3,99,297,297,TRUE
"TAC102","SRR7910035.24734169",97.959,98,2,0,269,366,2,295,2.24e-58,201,"TAC102","R2",269,366,295,2,98,294,294,TRUE
"TAC102","SRR7910035.13897952",97,100,3,0,420,519,2,301,2.27e-58,201,"TAC102","R2",420,519,2,301,100,300,300,TRUE
"TAC102","SRR7910035.10160182",97.98,99,2,0,205,303,2,298,2.35e-58,201,"TAC102","R2",205,303,298,2,99,297,297,TRUE
"TAC102","SRR7910035.18241028",98,100,2,0,300,399,1,300,2.43e-58,201,"TAC102","R2",300,399,300,1,100,300,300,TRUE
"TAC102","SRR7910035.4938754",97.98,99,2,0,270,368,2,298,2.43e-58,201,"TAC102","R2",270,368,298,2,99,297,297,TRUE
"TAC102","SRR7910035.14835299",98.98,98,1,0,296,393,2,295,2.53e-58,201,"TAC102","R2",296,393,2,295,98,294,294,TRUE
"TAC102","SRR7910035.16555254",100,99,0,0,326,424,1,297,2.58e-58,201,"TAC102","R2",326,424,297,1,99,297,297,TRUE
"TAC102","SRR7910035.8121456",100,99,0,0,386,484,3,299,2.63e-58,201,"TAC102","R2",386,484,299,3,99,297,297,TRUE
"TAC102","SRR7910035.6796755",97.98,99,2,0,345,443,3,299,2.71e-58,201,"TAC102","R2",345,443,3,299,99,297,297,TRUE
"TAC102","SRR7910035.11387220",96.97,99,3,0,268,366,2,298,2.79e-58,201,"TAC102","R2",268,366,298,2,99,297,297,TRUE
"TAC102","SRR7910035.14674111",98,100,2,0,19,118,1,300,3.18e-58,201,"TAC102","R2",19,118,1,300,100,300,300,TRUE
"TAC102","SRR7910035.16388676",98.969,97,1,0,808,904,3,293,3.21e-58,201,"TAC102","R2",808,904,293,3,97,291,291,TRUE
"TAC102","SRR7910035.6034150",98,100,2,0,289,388,2,301,3.28e-58,201,"TAC102","R2",289,388,301,2,100,300,300,TRUE
"TAC102","SRR7910035.3352494",100,100,0,0,380,479,1,300,3.31e-58,201,"TAC102","R2",380,479,300,1,100,300,300,TRUE
"TAC102","SRR7910035.14856082",97,100,3,0,20,119,1,300,3.38e-58,201,"TAC102","R2",20,119,300,1,100,300,300,TRUE
"TAC102","SRR7910035.12748195",98,100,2,0,479,578,2,301,3.38e-58,201,"TAC102","R2",479,578,2,301,100,300,300,TRUE
"TAC102","SRR7910035.8658414",97.98,99,2,0,361,459,3,299,3.44e-58,201,"TAC102","R2",361,459,299,3,99,297,297,TRUE
"TAC102","SRR7910035.4870684",97,100,3,0,66,165,2,301,3.55e-58,201,"TAC102","R2",66,165,2,301,100,300,300,TRUE
"TAC102","SRR7910035.26370802",97,100,3,0,407,506,1,300,3.58e-58,201,"TAC102","R2",407,506,1,300,100,300,300,TRUE
"TAC102","SRR7910035.24318178",98.99,99,1,0,30,128,1,297,3.65e-58,200,"TAC102","R2",30,128,297,1,99,297,297,TRUE
"TAC102","SRR7910035.23529258",98,100,2,0,290,389,2,301,3.92e-58,200,"TAC102","R2",290,389,301,2,100,300,300,TRUE
"TAC102","SRR7910035.22701722",100,98,0,0,445,542,3,296,4e-58,200,"TAC102","R2",445,542,3,296,98,294,294,TRUE
"TAC102","SRR7910035.15174175",99,100,1,0,388,487,1,300,4.16e-58,200,"TAC102","R2",388,487,300,1,100,300,300,TRUE
"TAC102","SRR7910035.3991430",98.99,99,1,0,361,459,3,299,4.42e-58,200,"TAC102","R2",361,459,299,3,99,297,297,TRUE
"TAC102","SRR7910035.3488390",98,100,2,0,53,152,1,300,4.51e-58,200,"TAC102","R2",53,152,300,1,100,300,300,TRUE
"TAC102","SRR7910035.2395753",97.959,98,2,0,283,380,3,296,4.6e-58,200,"TAC102","R2",283,380,296,3,98,294,294,TRUE
"TAC102","SRR7910035.24483226",96.97,99,3,0,284,382,3,299,4.64e-58,200,"TAC102","R2",284,382,3,299,99,297,297,TRUE
"TAC102","SRR7910035.8081977",98,100,2,0,364,463,2,301,4.64e-58,200,"TAC102","R2",364,463,2,301,100,300,300,TRUE
"TAC102","SRR7910035.7217604",98,100,2,0,10,109,2,301,4.64e-58,200,"TAC102","R2",10,109,301,2,100,300,300,TRUE
"TAC102","SRR7910035.26348064",97.98,99,2,0,417,515,3,299,4.78e-58,200,"TAC102","R2",417,515,299,3,99,297,297,TRUE
"TAC102","SRR7910035.4081579",98,100,2,0,195,294,2,301,4.93e-58,200,"TAC102","R2",195,294,301,2,100,300,300,TRUE
"TAC102","SRR7910035.25882338",94,100,6,0,205,304,1,300,5.08e-58,200,"TAC102","R2",205,304,1,300,100,300,300,TRUE
"TAC102","SRR7910035.18764491",97.98,99,2,0,35,133,2,298,5.08e-58,200,"TAC102","R2",35,133,2,298,99,297,297,TRUE
"TAC102","SRR7910035.20424804",98.99,99,1,0,348,446,3,299,5.13e-58,200,"TAC102","R2",348,446,3,299,99,297,297,TRUE
"TAC102","SRR7910035.17051633",98,100,2,0,190,289,1,300,5.29e-58,200,"TAC102","R2",190,289,1,300,100,300,300,TRUE
"TAC102","SRR7910035.15641024",97.98,99,2,0,421,519,3,299,5.45e-58,200,"TAC102","R2",421,519,3,299,99,297,297,TRUE
"TAC102","SRR7910035.15065062",97,100,3,0,207,306,1,300,5.61e-58,200,"TAC102","R2",207,306,1,300,100,300,300,TRUE
"TAC102","SRR7910035.24151743",97,100,3,0,482,581,1,300,5.9e-58,200,"TAC102","R2",482,581,1,300,100,300,300,TRUE
"TAC102","SRR7910035.5916717",97.98,99,2,0,201,299,3,299,6.08e-58,200,"TAC102","R2",201,299,3,299,99,297,297,TRUE
"TAC102","SRR7910035.8732910",98,100,2,0,440,539,1,300,6.14e-58,200,"TAC102","R2",440,539,1,300,100,300,300,TRUE
"TAC102","SRR7910035.5632555",96,100,4,0,237,336,1,300,6.14e-58,200,"TAC102","R2",237,336,1,300,100,300,300,TRUE
"TAC102","SRR7910035.22021662",98.99,99,1,0,431,529,3,299,6.26e-58,200,"TAC102","R2",431,529,299,3,99,297,297,TRUE
"TAC102","SRR7910035.20538010",96.97,99,3,0,229,327,3,299,6.31e-58,200,"TAC102","R2",229,327,3,299,99,297,297,TRUE
"TAC102","SRR7910035.18498837",97,100,3,0,449,548,2,301,6.33e-58,200,"TAC102","R2",449,548,2,301,100,300,300,TRUE
"TAC102","SRR7910035.4225637",96.97,99,3,0,223,321,3,299,6.33e-58,200,"TAC102","R2",223,321,3,299,99,297,297,TRUE
"TAC102","SRR7910035.1969281",100,99,0,0,310,408,3,299,6.58e-58,200,"TAC102","R2",310,408,299,3,99,297,297,TRUE
"TAC102","SRR7910035.17243866",98.98,98,1,0,1,98,7,300,6.65e-58,200,"TAC102","R2",1,98,7,300,98,294,294,TRUE
"TAC102","SRR7910035.22946888",97,100,3,0,428,527,1,300,6.99e-58,199,"TAC102","R2",428,527,300,1,100,300,300,TRUE
"TAC102","SRR7910035.13494627",96,100,4,0,244,343,1,300,7.13e-58,199,"TAC102","R2",244,343,300,1,100,300,300,TRUE
"TAC102","SRR7910035.22893951",100,98,0,0,349,446,3,296,7.26e-58,199,"TAC102","R2",349,446,3,296,98,294,294,TRUE
"TAC102","SRR7910035.11262707",97.98,99,2,0,217,315,2,298,7.27e-58,199,"TAC102","R2",217,315,2,298,99,297,297,TRUE
"TAC102","SRR7910035.17936648",98,100,2,0,387,486,1,300,7.35e-58,199,"TAC102","R2",387,486,300,1,100,300,300,TRUE
"TAC102","SRR7910035.25035810",95.96,99,4,0,237,335,3,299,8.53e-58,199,"TAC102","R2",237,335,3,299,99,297,297,TRUE
"TAC102","SRR7910035.26433500",98.99,99,1,0,327,425,3,299,8.7e-58,199,"TAC102","R2",327,425,299,3,99,297,297,TRUE
"TAC102","SRR7910035.11475443",98.99,99,1,0,342,440,3,299,8.79e-58,199,"TAC102","R2",342,440,299,3,99,297,297,TRUE
"TAC102","SRR7910035.26525311",98,100,2,0,416,515,1,300,9.05e-58,199,"TAC102","R2",416,515,1,300,100,300,300,TRUE
"TAC102","SRR7910035.4996130",98,100,2,0,385,484,1,300,9.15e-58,199,"TAC102","R2",385,484,300,1,100,300,300,TRUE
"TAC102","SRR7910035.18391019",96.97,99,3,0,207,305,3,299,9.33e-58,199,"TAC102","R2",207,305,3,299,99,297,297,TRUE
"TAC102","SRR7910035.10118693",96,100,4,0,203,302,2,301,9.61e-58,199,"TAC102","R2",203,302,301,2,100,300,300,TRUE
"TAC102","SRR7910035.4845433",99,100,1,0,308,407,2,301,9.9e-58,199,"TAC102","R2",308,407,301,2,100,300,300,TRUE
"TAC102","SRR7910035.16920219",97,100,3,0,394,493,1,300,1.01e-57,199,"TAC102","R2",394,493,300,1,100,300,300,TRUE
"TAC102","SRR7910035.3194223",98.99,99,1,0,337,435,2,298,1.02e-57,199,"TAC102","R2",337,435,298,2,99,297,297,TRUE
"TAC102","SRR7910035.5654003",98.98,98,1,0,192,289,3,296,1.03e-57,199,"TAC102","R2",192,289,3,296,98,294,294,TRUE
"TAC102","SRR7910035.24906510",94.949,99,5,0,818,916,1,297,1.03e-57,199,"TAC102","R2",818,916,297,1,99,297,297,TRUE
"TAC102","SRR7910035.22724271",96.97,99,3,0,270,368,3,299,1.03e-57,199,"TAC102","R2",270,368,299,3,99,297,297,TRUE
"TAC102","SRR7910035.18076925",98,100,2,0,28,127,1,300,1.03e-57,199,"TAC102","R2",28,127,300,1,100,300,300,TRUE
"TAC102","SRR7910035.10469029",97,100,3,0,19,118,1,300,1.05e-57,199,"TAC102","R2",19,118,1,300,100,300,300,TRUE
"TAC102","SRR7910035.14044486",98.98,98,1,0,190,287,6,299,1.06e-57,199,"TAC102","R2",190,287,299,6,98,294,294,TRUE
"TAC102","SRR7910035.7519501",98,100,2,0,372,471,1,300,1.06e-57,199,"TAC102","R2",372,471,300,1,100,300,300,TRUE
"TAC102","SRR7910035.4279866",98,100,2,0,535,634,1,300,1.09e-57,199,"TAC102","R2",535,634,300,1,100,300,300,TRUE
"TAC102","SRR7910035.2733802",97.98,99,2,0,491,589,3,299,1.13e-57,199,"TAC102","R2",491,589,299,3,99,297,297,TRUE
"TAC102","SRR7910035.14341032",100,92,0,0,843,934,3,278,1.15e-57,199,"TAC102","R2",843,934,3,278,92,276,276,TRUE
"TAC102","SRR7910035.23516795",98,100,2,0,365,464,2,301,1.21e-57,199,"TAC102","R2",365,464,301,2,100,300,300,TRUE
"TAC102","SRR7910035.20068337",98.99,99,1,0,16,114,2,298,1.22e-57,199,"TAC102","R2",16,114,298,2,99,297,297,TRUE
"TAC102","SRR7910035.25011629",98.99,99,1,0,388,486,3,299,1.31e-57,199,"TAC102","R2",388,486,3,299,99,297,297,TRUE
"TAC102","SRR7910035.2472322",97,100,3,0,19,118,2,301,1.31e-57,199,"TAC102","R2",19,118,2,301,100,300,300,TRUE
"TAC102","SRR7910035.5727397",100,98,0,0,328,425,3,296,1.34e-57,199,"TAC102","R2",328,425,3,296,98,294,294,TRUE
"TAC102","SRR7910035.18557936",97.98,99,2,0,293,391,3,299,1.35e-57,199,"TAC102","R2",293,391,299,3,99,297,297,TRUE
"TAC102","SRR7910035.11354902",98,100,2,0,67,166,1,300,1.35e-57,199,"TAC102","R2",67,166,300,1,100,300,300,TRUE
"TAC102","SRR7910035.17245608",96.97,99,3,0,283,381,2,298,1.36e-57,199,"TAC102","R2",283,381,298,2,99,297,297,TRUE
"TAC102","SRR7910035.2842005",98.99,99,1,0,510,608,3,299,1.43e-57,199,"TAC102","R2",510,608,3,299,99,297,297,TRUE
"TAC102","SRR7910035.25318518",100,99,0,0,378,476,3,299,1.48e-57,199,"TAC102","R2",378,476,299,3,99,297,297,TRUE
"TAC102","SRR7910035.12447317",96,100,4,0,266,365,1,300,1.5e-57,199,"TAC102","R2",266,365,1,300,100,300,300,TRUE
"TAC102","SRR7910035.13328955",98.969,97,1,0,40,136,1,291,1.55e-57,199,"TAC102","R2",40,136,1,291,97,291,291,TRUE
